Date,Value,Anomaly,state
2024-03-01,60.4,1.1,Texas
2024-04-01,67.9,1.6,Texas
2024-05-01,76.9,1.7,Texas
2024-06-01,83.3,0.9,Texas
2024-07-01,82.8,-1.5,Texas
2024-08-01,85.8,1.1,Texas
2024-09-01,77.5,-1.3,Texas
2024-10-01,72.9,3.5,Texas
2024-11-01,60.9,3.7,Texas
2024-12-01,54.2,0.4,Texas
2021-01-01,28.1,-0.4,Utah
2021-02-01,32.2,1.5,Utah
2021-03-01,38.4,0.9,Utah
2021-04-01,47.4,0.7,Utah
2021-05-01,57.1,1.2,Utah
2021-06-01,71.9,3.6,Utah
2021-07-01,76.2,0.5,Utah
2021-08-01,70.9,-0.7,Utah
2021-09-01,64.4,-0.4,Utah
2021-10-01,47.9,-3.5,Utah
2021-11-01,42.5,5.2,Utah
2021-12-01,31.1,-0.4,Utah
2022-01-01,29.6,1.1,Utah
2022-02-01,29.6,-1.1,Utah
2022-03-01,40.2,2.7,Utah
2022-04-01,46.4,-0.3,Utah
2022-05-01,55.0,-0.9,Utah
2022-06-01,67.6,-0.7,Utah
2022-07-01,75.5,-0.2,Utah
2022-08-01,72.4,0.8,Utah
2022-09-01,66.6,1.8,Utah
2022-10-01,50.8,-0.6,Utah
2022-11-01,32.5,-4.8,Utah
2022-12-01,28.2,-3.3,Utah
2023-01-01,26.1,-2.4,Utah
2023-02-01,26.5,-4.2,Utah
2023-03-01,32.3,-5.2,Utah
2023-04-01,44.4,-2.3,Utah
2023-05-01,57.8,1.9,Utah
2023-06-01,62.8,-5.5,Utah
2023-07-01,75.8,0.1,Utah
2023-08-01,70.9,-0.7,Utah
2023-09-01,62.5,-2.3,Utah
2023-10-01,51.0,-0.4,Utah
2023-11-01,38.9,1.6,Utah
2023-12-01,32.6,1.1,Utah
2024-01-01,30.2,1.7,Utah
2024-02-01,34.4,3.7,Utah
2024-03-01,39.1,1.6,Utah
2024-04-01,48.4,1.7,Utah
2024-05-01,53.8,-2.1,Utah
2024-06-01,70.8,2.5,Utah
2024-07-01,75.2,-0.5,Utah
2024-08-01,72.2,0.6,Utah
2024-09-01,65.6,0.8,Utah
2024-10-01,55.9,4.5,Utah
2024-11-01,35.1,-2.2,Utah
2024-12-01,34.1,2.6,Utah
2021-01-01,20.5,-0.2,Vermont
2021-02-01,18.8,-3.6,Vermont
2021-03-01,30.9,-0.5,Vermont
2021-04-01,43.2,0.2,Vermont
2021-05-01,53.3,-1.6,Vermont
2021-06-01,65.4,2.0,Vermont
2021-07-01,64.9,-3.2,Vermont
2021-08-01,68.8,2.1,Vermont
2021-09-01,59.5,-0.1,Vermont
2021-10-01,51.6,1.7,Vermont
2021-11-01,34.3,-1.8,Vermont
2021-12-01,28.2,0.6,Vermont
2022-01-01,11.8,-8.9,Vermont
2022-02-01,21.0,-1.4,Vermont
2022-03-01,30.7,-0.7,Vermont
2022-04-01,41.3,-1.7,Vermont
2022-05-01,56.9,2.0,Vermont
2022-06-01,61.4,-2.0,Vermont
2022-07-01,67.4,-0.7,Vermont
2022-08-01,68.4,1.7,Vermont
2022-09-01,57.8,-1.8,Vermont
2022-10-01,48.0,-1.9,Vermont
2022-11-01,38.6,2.5,Vermont
2022-12-01,27.2,-0.4,Vermont
2023-01-01,27.3,6.6,Vermont
2023-02-01,22.9,0.5,Vermont
2023-03-01,30.2,-1.2,Vermont
2023-04-01,45.1,2.1,Vermont
2023-05-01,51.7,-3.2,Vermont
2023-06-01,61.7,-1.7,Vermont
2023-07-01,69.7,1.6,Vermont
2023-08-01,64.0,-2.7,Vermont
2023-09-01,61.0,1.4,Vermont
2023-10-01,51.7,1.8,Vermont
2023-11-01,32.9,-3.2,Vermont
2023-12-01,31.2,3.6,Vermont
2024-01-01,23.3,2.6,Vermont
2024-02-01,26.7,4.3,Vermont
2024-03-01,33.8,2.4,Vermont
2024-04-01,42.2,-0.8,Vermont
2024-05-01,57.8,2.9,Vermont
2024-06-01,64.9,1.5,Vermont
2024-07-01,70.5,2.4,Vermont
2024-08-01,65.6,-1.1,Vermont
2024-09-01,60.1,0.5,Vermont
2024-10-01,48.2,-1.7,Vermont
2024-11-01,38.5,2.4,Vermont
2024-12-01,23.8,-3.8,Vermont
2021-01-01,36.6,-0.7,Virginia
2021-02-01,36.6,-5.0,Virginia
2021-03-01,48.5,-0.2,Virginia
2021-04-01,55.3,-1.3,Virginia
2021-05-01,62.3,-1.5,Virginia
2021-06-01,72.0,0.5,Virginia
2021-07-01,75.9,-0.8,Virginia
2021-08-01,76.4,1.5,Virginia
2021-09-01,68.4,0.2,Virginia
2021-10-01,62.3,4.0,Virginia
2021-11-01,44.5,-3.2,Virginia
2021-12-01,45.8,4.7,Virginia
2022-01-01,32.8,-4.5,Virginia
2022-02-01,40.7,-0.9,Virginia
2022-03-01,48.9,0.2,Virginia
2022-04-01,55.2,-1.4,Virginia
2022-05-01,65.0,1.2,Virginia
2022-06-01,72.2,0.7,Virginia
2022-07-01,76.9,0.2,Virginia
2022-08-01,74.7,-0.2,Virginia
2022-09-01,67.9,-0.3,Virginia
2022-10-01,53.9,-4.4,Virginia
2022-11-01,49.0,1.3,Virginia
2022-12-01,37.3,-3.8,Virginia
2023-01-01,42.7,5.4,Virginia
2023-02-01,46.2,4.6,Virginia
2023-03-01,47.4,-1.3,Virginia
2023-04-01,57.7,1.1,Virginia
2023-05-01,61.4,-2.4,Virginia
2023-06-01,67.9,-3.6,Virginia
2023-07-01,76.7,0.0,Virginia
2023-08-01,74.3,-0.6,Virginia
2023-09-01,68.4,0.2,Virginia
2023-10-01,58.7,0.4,Virginia
2023-11-01,45.9,-1.8,Virginia
2023-12-01,42.4,1.3,Virginia
2024-01-01,37.0,-0.3,Virginia
2024-02-01,42.8,1.2,Virginia
2024-03-01,50.0,1.3,Virginia
2024-04-01,58.3,1.7,Virginia
2024-05-01,66.5,2.7,Virginia
2024-06-01,73.7,2.2,Virginia
2024-07-01,77.4,0.7,Virginia
2024-08-01,74.3,-0.6,Virginia
2024-09-01,68.1,-0.1,Virginia
2024-10-01,58.2,-0.1,Virginia
2024-11-01,51.4,3.7,Virginia
2024-12-01,38.7,-2.4,Virginia
2021-01-01,34.6,2.3,Washington
2021-02-01,31.4,-2.1,Washington
2021-03-01,39.7,0.1,Washington
2021-04-01,46.8,2.7,Washington
2021-05-01,52.6,0.0,Washington
2021-06-01,64.6,4.2,Washington
2021-07-01,69.7,1.0,Washington
2021-08-01,65.8,-1.4,Washington
2021-09-01,58.0,-2.0,Washington
2021-10-01,46.6,-2.9,Washington
2021-11-01,39.9,3.1,Washington
2021-12-01,29.4,-2.4,Washington
2022-01-01,31.2,-1.1,Washington
2022-02-01,33.6,0.1,Washington
2022-03-01,41.5,1.9,Washington
2022-04-01,40.9,-3.2,Washington
2022-05-01,48.5,-4.1,Washington
2022-06-01,58.0,-2.4,Washington
2022-07-01,67.9,-0.8,Washington
2022-08-01,69.8,2.6,Washington
2022-09-01,61.7,1.7,Washington
2022-10-01,53.6,4.1,Washington
2022-11-01,32.1,-4.7,Washington
2022-12-01,26.3,-5.5,Washington
2023-01-01,33.2,0.9,Washington
2023-02-01,32.4,-1.1,Washington
2023-03-01,36.6,-3.0,Washington
2023-04-01,43.2,-0.9,Washington
2023-05-01,58.2,5.6,Washington
2023-06-01,60.7,0.3,Washington
2023-07-01,67.5,-1.2,Washington
2023-08-01,67.6,0.4,Washington
2023-09-01,58.3,-1.7,Washington
2023-10-01,49.1,-0.4,Washington
2023-11-01,37.4,0.6,Washington
2023-12-01,36.2,4.4,Washington
2024-01-01,30.0,-2.3,Washington
2024-02-01,36.6,3.1,Washington
2024-03-01,40.7,1.1,Washington
2024-04-01,45.4,1.3,Washington
2024-05-01,51.2,-1.4,Washington
2024-06-01,58.3,-2.1,Washington
2024-07-01,69.5,0.8,Washington
2024-08-01,65.5,-1.7,Washington
2024-09-01,61.8,1.8,Washington
2024-10-01,48.5,-1.0,Washington
2024-11-01,37.9,1.1,Washington
2024-12-01,35.1,3.3,Washington
2021-01-01,32.6,-0.1,West Virginia
2021-02-01,31.6,-5.7,West Virginia
2021-03-01,45.8,0.7,West Virginia
2021-04-01,51.3,-1.7,West Virginia
2021-05-01,58.7,-2.5,West Virginia
2021-06-01,69.2,1.0,West Virginia
2021-07-01,72.2,-0.9,West Virginia
2021-08-01,73.9,1.8,West Virginia
2021-09-01,65.5,0.1,West Virginia
2021-10-01,59.4,4.3,West Virginia
2021-11-01,40.9,-3.2,West Virginia
2021-12-01,42.6,4.5,West Virginia
2022-01-01,27.3,-5.4,West Virginia
2022-02-01,35.3,-2.0,West Virginia
2022-03-01,44.6,-0.5,West Virginia
2022-04-01,50.8,-2.2,West Virginia
2022-05-01,63.0,1.8,West Virginia
2022-06-01,68.7,0.5,West Virginia
2022-07-01,73.0,-0.1,West Virginia
2022-08-01,71.7,-0.4,West Virginia
2022-09-01,64.2,-1.2,West Virginia
2022-10-01,50.3,-4.8,West Virginia
2022-11-01,44.9,0.8,West Virginia
2022-12-01,34.4,-3.7,West Virginia
2023-01-01,38.9,6.2,West Virginia
2023-02-01,41.6,4.3,West Virginia
2023-03-01,43.0,-2.1,West Virginia
2023-04-01,53.9,0.9,West Virginia
2023-05-01,58.4,-2.8,West Virginia
2023-06-01,64.8,-3.4,West Virginia
2023-07-01,73.0,-0.1,West Virginia
2023-08-01,70.6,-1.5,West Virginia
2023-09-01,65.5,0.1,West Virginia
2023-10-01,55.6,0.5,West Virginia
2023-11-01,42.5,-1.6,West Virginia
2023-12-01,39.7,1.6,West Virginia
2024-01-01,32.0,-0.7,West Virginia
2024-02-01,40.7,3.4,West Virginia
2024-03-01,46.9,1.8,West Virginia
2024-04-01,55.8,2.8,West Virginia
2024-05-01,64.7,3.5,West Virginia
2024-06-01,70.2,2.0,West Virginia
2024-07-01,74.2,1.1,West Virginia
2024-08-01,72.0,-0.1,West Virginia
2024-09-01,66.5,1.1,West Virginia
2024-10-01,55.2,0.1,West Virginia
2024-11-01,48.0,3.9,West Virginia
2024-12-01,35.6,-2.5,West Virginia
2021-01-01,20.3,1.9,Wisconsin
2021-02-01,10.7,-9.0,Wisconsin
2021-03-01,36.9,4.3,Wisconsin
2021-04-01,45.0,1.8,Wisconsin
2021-05-01,54.9,-1.8,Wisconsin
2021-06-01,69.4,2.6,Wisconsin
2021-07-01,69.4,0.4,Wisconsin
2021-08-01,69.2,1.1,Wisconsin
2021-09-01,61.2,-1.0,Wisconsin
2021-10-01,53.5,2.9,Wisconsin
2021-11-01,33.9,-1.7,Wisconsin
2021-12-01,24.8,-0.2,Wisconsin
2022-01-01,9.2,-9.2,Wisconsin
2022-02-01,14.9,-4.8,Wisconsin
2022-03-01,29.5,-3.1,Wisconsin
2022-04-01,39.0,-4.2,Wisconsin
2022-05-01,57.2,0.5,Wisconsin
2022-06-01,65.5,-1.3,Wisconsin
2022-07-01,69.4,0.4,Wisconsin
2022-08-01,67.5,-0.6,Wisconsin
2022-09-01,60.4,-1.8,Wisconsin
2022-10-01,47.2,-3.4,Wisconsin
2022-11-01,35.3,-0.3,Wisconsin
2022-12-01,19.2,-5.8,Wisconsin
2023-01-01,23.0,4.6,Wisconsin
2023-02-01,21.7,2.0,Wisconsin
2023-03-01,28.7,-3.9,Wisconsin
2023-04-01,43.4,0.2,Wisconsin
2023-05-01,56.8,0.1,Wisconsin
2023-06-01,66.6,-0.2,Wisconsin
2023-07-01,68.5,-0.5,Wisconsin
2023-08-01,67.7,-0.4,Wisconsin
2023-09-01,63.2,1.0,Wisconsin
2023-10-01,49.4,-1.2,Wisconsin
2023-11-01,34.5,-1.1,Wisconsin
2023-12-01,32.2,7.2,Wisconsin
2024-01-01,21.0,2.6,Wisconsin
2024-02-01,31.4,11.7,Wisconsin
2024-03-01,35.2,2.6,Wisconsin
2024-04-01,45.4,2.2,Wisconsin
2024-05-01,57.7,1.0,Wisconsin
2024-06-01,65.6,-1.2,Wisconsin
2024-07-01,68.8,-0.2,Wisconsin
2024-08-01,67.8,-0.3,Wisconsin
2024-09-01,63.9,1.7,Wisconsin
2024-10-01,52.1,1.5,Wisconsin
2024-11-01,38.5,2.9,Wisconsin
2024-12-01,23.7,-1.3,Wisconsin
2021-01-01,23.4,1.9,Wyoming
2021-02-01,17.4,-4.1,Wyoming
2021-03-01,32.2,2.2,Wyoming
2021-04-01,38.0,0.0,Wyoming
2021-05-01,48.8,0.0,Wyoming
2021-06-01,64.9,4.0,Wyoming
2021-07-01,70.1,2.1,Wyoming
2021-08-01,64.1,-1.4,Wyoming
2021-09-01,58.1,-0.7,Wyoming
2021-10-01,43.9,-1.3,Wyoming
2021-11-01,36.6,5.3,Wyoming
2021-12-01,26.2,0.5,Wyoming
2022-01-01,23.1,1.6,Wyoming
2022-02-01,20.9,-0.6,Wyoming
2022-03-01,32.0,2.0,Wyoming
2022-04-01,36.2,-1.8,Wyoming
2022-05-01,46.9,-1.9,Wyoming
2022-06-01,59.0,-1.9,Wyoming
2022-07-01,69.0,1.0,Wyoming
2022-08-01,67.3,1.8,Wyoming
2022-09-01,59.7,0.9,Wyoming
2022-10-01,44.7,-0.5,Wyoming
2022-11-01,25.1,-6.2,Wyoming
2022-12-01,19.6,-6.1,Wyoming
2023-01-01,19.3,-2.2,Wyoming
2023-02-01,19.7,-1.8,Wyoming
2023-03-01,23.5,-6.5,Wyoming
2023-04-01,36.1,-1.9,Wyoming
2023-05-01,52.9,4.1,Wyoming
2023-06-01,57.2,-3.7,Wyoming
2023-07-01,66.2,-1.8,Wyoming
2023-08-01,64.8,-0.7,Wyoming
2023-09-01,57.4,-1.4,Wyoming
2023-10-01,43.1,-2.1,Wyoming
2023-11-01,33.3,2.0,Wyoming
2023-12-01,27.7,2.0,Wyoming
2024-01-01,20.3,-1.2,Wyoming
2024-02-01,28.0,6.5,Wyoming
2024-03-01,32.4,2.4,Wyoming
2024-04-01,41.5,3.5,Wyoming
2024-05-01,46.6,-2.2,Wyoming
2024-06-01,62.3,1.4,Wyoming
2024-07-01,66.5,-1.5,Wyoming
2024-08-01,65.6,0.1,Wyoming
2024-09-01,60.0,1.2,Wyoming
2024-10-01,48.9,3.7,Wyoming
2024-11-01,30.1,-1.2,Wyoming
2024-12-01,29.1,3.4,Wyoming
